0,1,1.655251843
2,3,3.554163005
4,5,2.655720395
6,7,19.16266667
7,5,1.411325696
8,6,25.3028169
9,1,2.124239865
10,2,3.085515189
11,2,3.693421126
10,3,7.725273963
11,10,12.49571964
11,3,8.801195375
12,1,1.785075517
13,8,13.49483568
14,3,6.048821549
15,16,12.47569444
14,2,2.826782999
16,17,17.46597222
16,18,8.895008117
17,18,5.703174603
0,18,8.484061393
19,2,1.093704023
20,5,2.752585576
21,5,2.469819967
22,5,1.32311784
23,1,3.034628378
24,1,5.394894895
25,1,5.583716216
24,25,35.13155556
26,2,2.116817672
14,26,4.403186275
27,10,9.227608347
26,10,4.947400308
27,26,6.541876751
27,14,10.11017316
14,10,9.022259108
8,2,0.944795964
27,3,5.914403292
26,3,3.551541193
27,2,2.395732622
1,5,1.191998054
28,29,10.17323037
12,5,1.630733472
30,12,8.160345219
12,31,12.61808604
17,20,9.343498818
7,1,1.578006757
30,1,2.542526479
32,1,3.206399796
33,1,1.244975745
34,5,3.185283688
29,2,0.958293049
12,2,0.84555269
2,5,1.715438661
10,5,2.510785413
3,5,2.008573949
26,5,3.286175026
14,5,2.583866488
8,1,1.282237343
28,1,3.772781227
29,1,1.445061133
29,5,1.288114722
30,5,1.350931128
16,1,1.555247044
18,1,2.128180941
11,5,2.800249396
11,14,19.44264069
11,26,5.451563959
35,1,4.400211149
36,5,1.809391917
37,1,4.375510685
38,1,5.340945946
36,22,9.212820513
15,18,8.813997114
31,2,0.876051481
39,5,4.704418985
40,1,2.482877764
32,19,23.57998359
41,34,23.95333333
27,5,3.696329203
13,2,1.118008557
41,5,2.352209493
42,3,3.171762018
2,42,2.367391937
19,1,2.111045828
43,5,1.706265953
43,2,2.389526061
42,5,1.984908641
42,43,9.337653847
44,2,1.397510696
45,5,1.6037792
46,2,0.920311922
45,20,10.4245648
47,22,14.97083333
47,20,12.74113475
48,5,2.405668799
49,2,2.286835685
24,5,1.306783051
31,1,2.174062122
43,3,3.600737756
50,51,17.26366366
50,52,24.27702703
51,16,12.47569444
50,16,17.60084459
52,16,16.8421875
50,1,2.29647553
51,1,2.29283033
51,52,47.40763889
52,1,2.655299831
52,18,6.561891234
51,18,6.221645022
17,1,1.888213213
47,5,1.960174577
50,18,7.566865567
53,1,1.711841649
54,1,1.606567965
50,17,17.26366366
55,16,14.13912037
55,1,1.798298298
